"rowid","fpl_orbper","fpl_smax","fpl_eccen","fpl_bmasse","fpl_rade","fpl_dens","fpl_tranflag","fpl_cbflag","fpl_snum","dec","fst_optmag","fst_nirmag","fst_spt","fst_teff","fst_logg","fst_lum","fst_mass","fst_rad","fst_met","fst_metratio","fst_age","simil"
"137","25.63058","0.1254","0.099","6.8","2.5","2.39","0","0","1","-53.373699","11.81","7.135","M3.5 V","3500","4.354839473684218","-1.7080000000000002","0.4","0.43","0.1","[Fe/H]","6","79.347"
"138","603.95116","1.0304","0.373","29.4","5.92","0.779","0","0","1","-53.373699","11.81","7.135","M3.5 V","3500","4.354839473684218","-1.7080000000000002","0.4","0.43","0.1","[Fe/H]","6","16.4102"
"139","2288","2.41","0.21","260.61","13.9","0.533","0","0","1","6.476539","12","6.942","M3.5 V","3370","4.83","-1.796","0.36","0.38","0.3","[Fe/H]","4.236718483690839","74.5071"
"140","18.6498","0.091101","0.1","2.89","1.51","4.61","0","0","1","5.225785","9.872","4.857","M3.5","3382","4.354839473684218","-2.056","0.29","0.29","0.09","[Fe/H]","4.236718483690839","7.45298"
"141","4.7234","0.036467","0.17","1.18","1.06","5.44","0","0","1","5.225785","9.872","4.857","M3.5","3382","4.354839473684218","-2.056","0.29","0.29","0.09","[Fe/H]","4.236718483690839","95.0104"
"142","133.71","0.49","0.511","1071.04","13.1","2.62","0","0","1","-79.85118100000001","6.59","4.859","G6 V","5540","4.7","-0.18","0.9","0.9","0.1","[Fe/H]","0.37","5.25293"
"143","1.22003","0.0197","0.19","1.78","1.18","5.95","0","0","1","-16.339592","10.98","7.246","M0","3717","4.354839473684218","-1.347","0.68","0.5","-0.3","[Fe/H]","4.236718483690839","52.1563"
"144","5.974","0.057","0.11","4.18","1.88","3.46","0","0","1","-16.339592","10.98","7.246","M0","3717","4.354839473684218","-1.347","0.68","0.5","-0.3","[Fe/H]","4.236718483690839","17.6211"
"145","257.8","0.698","0.32","10.5","3.23","1.71","0","0","1","-16.339592","10.98","7.246","M0","3717","4.354839473684218","-1.347","0.68","0.5","-0.3","[Fe/H]","4.236718483690839","24.0062"
"146","692","1.15","0.11","794.5","13.3","1.86","0","0","1","-23.456289","11.97","7.028","M2.5 V","3510","4.354839473684218","-0.07515228426395947","0.42","1.5409463240905692","0.36","[Fe/H]","5","79.7798"
"147","5312","25","0.308","489.4582","13.5","1.09","0","0","1","-23.456289","11.97","7.028","M2.5 V","3510","4.354839473684218","-0.07515228426395947","0.42","1.5409463240905692","0.36","[Fe/H]","5","73.2654"
"148","4100","4.5","0.37","731","13.3","1.71","0","0","1","1.546508","9.97","6.352","M1","3900","4.354839473684218","-0.993","0.69","0.67","0","[M/H]","4.236718483690839","65.6564"
"149","30.5987","0.14339000000000002","0.06","23.54","5.19","0.925","0","0","1","-25.169301","11.962","7.486000000000001","M2.5","3466","4.354839473684218","-1.6580000000000001","0.42","0.4","0.02","[Fe/H]","4.236718483690839","96.7405"
"150","122.6196","0.36175","0.11","21.09","4.87","1","0","0","1","-25.169301","11.962","7.486000000000001","M2.5","3466","4.354839473684218","-1.6580000000000001","0.42","0.4","0.02","[Fe/H]","4.236718483690839","63.9458"
"151","48.1345","0.19394","0.12","7.6","2.67","2.19","0","0","1","-25.169301","11.962","7.486000000000001","M2.5","3466","4.354839473684218","-1.6580000000000001","0.42","0.4","0.02","[Fe/H]","4.236718483690839","75.9735"
"152","13.2543","0.08208","0.21","3.28","1.63","4.16","0","0","1","-25.169301","11.962","7.486000000000001","M2.5","3466","4.354839473684218","-1.6580000000000001","0.42","0.4","0.02","[Fe/H]","4.236718483690839","9.34805"
"153","5.3636","0.03282","0.23","2.02","1.23","5.96","0","0","1","-6.946263","12.22","6.736000000000001","M4","3159","4.354839473684218","-2.569","0.16","0.12","-0.27","[Fe/H]","4.236718483690839","13.4902"
"154","40.54","0.1264","0.17","2.31","1.32","5.52","0","0","1","-6.946263","12.22","6.736000000000001","M4","3159","4.354839473684218","-2.569","0.16","0.12","-0.27","[Fe/H]","4.236718483690839","52.021"
"155","14.207","0.089","0.31","6.6","2.46","2.44","0","0","1","-31.295951000000002","12.08","7.733","M2.5","3526","4.354839473684218","-1.538","0.47","0.44","-0.09","[Fe/H]","4.236718483690839","7.82321"
"156","3.3366496","0.0355","0.017","13.9","4.57","0.8","1","0","1","15.391492000000001","12.33","7.989","M1.5","3600","4.7","-1.538","0.54","0.55","0.2","[Fe/H]","1.65","6.99064"
"157","3.93072","0.035","","1.84","1.217","5.6","1","0","1","-21.660797","10.92","6.475","M2.5 V","3505","4.94","-1.798","0.34","0.34","-0.12","[Fe/H]","4.236718483690839","20.4655"
"158","9.1247","0.061","","3.4","1.66","4.08","0","0","1","-21.660797","10.92","6.475","M2.5 V","3505","4.94","-1.798","0.34","0.34","-0.12","[Fe/H]","4.236718483690839","46.142"
"159","55.661","0.204","","6.1","2.34","2.62","0","0","1","-21.660797","10.92","6.475","M2.5 V","3505","4.94","-1.798","0.34","0.34","-0.12","[Fe/H]","4.236718483690839","81.9677"
"160","2.64561","0.0287","0.08","8.4","2.83","2.04","0","0","1","-31.143989","11.93","7.47","M2.5","3685.02","4.354839473684218","-1.699","0.45","0.43","0.011107881644409444","[Fe/H]","5","57.3319"
"161","3.0232","0.026","0.07","8","2.75","2.11","0","0","1","24.467626","12.96","7.957000000000001","M4.0 V","3324","5.05","-2.062","0.27","0.28","0","[Fe/H]","4.236718483690839","75.5581"
"162","6.905","0.0608","0.121","7.14","2.57","2.31","0","0","1","52.943874","10.25","6.331","M0","3867","4.65","-1.12","0.63","0.61","-0.04","[Fe/H]","4.236718483690839","5.19388"
"163","2.64977","0.029","0","2.47","1.38","5.16","0","0","1","11.057666000000001","10.83","6.816","M1","3722","4.77","-1.3869999999999998","0.5","0.49","-0.16","[Fe/H]","4.236718483690839","15.7807"
"164","13.74","0.089","0.049","6.26","2.38","2.55","0","0","1","11.057666000000001","10.83","6.816","M1","3722","4.77","-1.3869999999999998","0.5","0.49","-0.16","[Fe/H]","4.236718483690839","99.9994"
"165","12.9532","0.0785","0.22","2.99","1.54","4.5","0","0","1","35.969879","7.49","3.5010000000000003","M1.9","3563","4.354839473684218","-1.6580000000000001","0.39","0.39","-0.38","[Fe/H]","4.236718483690839","20.4329"
"166","13.352","0.082","0.37","16.57","4.22","1.21","0","0","1","59.413835","11.66","7.8870000000000005","M4.0","3387","4.97","-1.706","0.41","0.41","0.12","[Fe/H]","6.9","88.9956"
"167","7.3709","0.06","0.08","6.3566","2.4","2.53","0","0","1","-32.539970000000004","9.806000000000001","5.622999999999999","M1.5","3461","4.81","-1.5230000000000001","0.59","0.5","-0.17","[Fe/H]","4.236718483690839","12.5468"
"168","2.64388312","0.0291","0.13827","22.1","4.17","1.8","1","0","1","26.706570000000003","10.67","6.0729999999999995","M2.5 V","3416","4.79","-1.585","0.47","0.46","0.02","[Fe/H]","6","99.7799"
"169","2319.5392238828044","43.5","","1271.3","13","3.18","0","0","1","9.424156","5.22","4.033","G0 V","6234","4.6","0.332","1.22","1.26","0.28","[Fe/H]","0.16","5.40576"
"170","8.7076","0.06661","0.08","5.36","2.17","2.88","0","0","1","-2.654864","9.72","5.683","M1 V","3685","4.75","-1.3769999999999998","0.52","0.5","-0.08","[Fe/H]","0.4","87.054"
"171","5.3686","0.04061","0","15.8","4.11","1.25","0","0","1","-7.7222800000000005","10.56","5.837000000000001","M3 V","3660.26","4.354839473684218","-1.886","0.31","0.29","-0.25","[Fe/H]","2","7.23288"
"172","12.914","0.0721","0","5.5","2.21","2.8","0","0","1","-7.7222800000000005","10.56","5.837000000000001","M3 V","3660.26","4.354839473684218","-1.886","0.31","0.29","-0.25","[Fe/H]","2","0.416161"
"173","3.149","0.02815","0","1.7","1.17","5.83","0","0","1","-7.7222800000000005","10.56","5.837000000000001","M3 V","3660.26","4.354839473684218","-1.886","0.31","0.29","-0.25","[Fe/H]","2","92.3069"
"174","14.628","0.078361","0.13","2.82","1.49","4.68","0","0","1","54.304104","10.1","5.832999999999999","M2","3499","4.94","-1.8940000000000001","0.3","0.31","-0.38","[Fe/H]","4.236718483690839","59.3892"
"175","598.3","1.135","0.3","104.244","12.5","0.293","0","0","1","25.74416","9.69","5.624","M0.5","3700","4.81","-1.365","0.54","0.46","0.08","[Fe/H]","0.44","18.0372"
"176","7.2004","0.0505","0.13","5.6","2.23","2.77","0","0","3","-34.996827","10.22","6.0360000000000005","M1.5 V","3350","4.69","-1.8630000000000002","0.33","1.5409463240905692","-0.55","[Fe/H]","2","16.3131"
"177","28.14","0.125","0.02","3.8","1.77","3.77","0","0","3","-34.996827","10.22","6.0360000000000005","M1.5 V","3350","4.69","-1.8630000000000002","0.33","1.5409463240905692","-0.55","[Fe/H]","2","39.169"
"178","62.24","0.213","0.02","2.7","1.45","4.87","0","0","3","-34.996827","10.22","6.0360000000000005","M1.5 V","3350","4.69","-1.8630000000000002","0.33","1.5409463240905692","-0.55","[Fe/H]","2","91.3027"
"179","39.026","0.156","0.03","2.7","1.45","4.87","0","0","3","-34.996827","10.22","6.0360000000000005","M1.5 V","3350","4.69","-1.8630000000000002","0.33","1.5409463240905692","-0.55","[Fe/H]","2","81.9695"
"180","256.2","0.549","0.08","4.6","1.99","3.21","0","0","3","-34.996827","10.22","6.0360000000000005","M1.5 V","3350","4.69","-1.8630000000000002","0.33","1.5409463240905692","-0.55","[Fe/H]","2","35.9095"
"181","4.6938","0.039","0.2","11.09","3.33","1.65","0","0","1","-46.895191","9.37","4.855","M2.5","3600","4.354839473684218","-1.796","0.35","0.36","-0.28","[Fe/H]","0.55","55.2485"
"182","1056.80005","1.82","0.33","2129.461","12.7","5.71","0","0","1","-51.636978000000006","9.58","5.825","M0 V","3734","4.62","-1.043","0.73","0.69","0.08","[Fe/H]","4.236718483690839","57.943"
"183","7337","6.6","","2161.244","12.7","5.8","0","0","1","-51.636978000000006","9.58","5.825","M0 V","3734","4.62","-1.043","0.73","0.69","0.08","[Fe/H]","4.236718483690839","45.2576"
"184","3.6005","0.0413","0.262","4.4","1.93","3.36","0","0","1","-51.636978000000006","9.58","5.825","M0 V","3734","4.62","-1.043","0.73","0.69","0.08","[Fe/H]","4.236718483690839","68.7387"
"185","35.39","0.187","0.125","8.1","2.77","2.09","0","0","1","-51.636978000000006","9.58","5.825","M0 V","3734","4.62","-1.043","0.73","0.69","0.08","[Fe/H]","4.236718483690839","9.96401"
"186","24.16","0.1344","0","9","2.95","1.93","1","0","1","61.681564","9.97","6.066","M0.5","3816","4.72","-1.253","0.55","0.54","-0.15","[Fe/H]","4.236718483690839","53.0808"
"187","38.14","0.17","0.04","19.0698","4.59","1.08","0","0","1","68.33914200000001","9.15","4.548","M3 V","3340","4.82","-1.672","0.45","0.43","0.15","[Fe/H]","4.236718483690839","75.7294"
"188","3657","3.56","0.08","216","14","0.433","0","0","1","-49.009006","8.66","4.501","M1.5","3472","4.7","-1.585","0.45","0.45","-0.3","[Fe/H]","9.24","30.4295"
"189","35.68","0.163","0.18","5.4","2.18","2.86","0","0","1","-49.009006","8.66","4.501","M1.5","3472","4.7","-1.585","0.45","0.45","-0.3","[Fe/H]","9.24","99.2228"
"190","1882","2.35","0.04","317.83","13.8","0.665","0","0","1","-4.640729","10.37","5.593999999999999","M3 V","3241","4.8","-1.5230000000000001","0.65","0.53","0.24","[Fe/H]","3","57.6971"
"191","15.76491","0.11","0.04","1404.8086","12.9","3.6","0","0","2","-50.823723","6.12","4.125","K1 V","5182","4.63","-0.39","0.93","0.77","-0.22","[Fe/H]","11.3","87.7614"
"192","61.1166","0.208317","0.0324","723.2235","13.3","1.69","0","0","1","-14.2637","10.191","5.01","M4","3129","4.354839473684218","-1.9069999999999998","0.32","0.3","0.05","[Fe/H]","1","74.7809"
"193","30.0881","0.12959","0.25590999999999997","226.9846","14","0.455","0","0","1","-14.2637","10.191","5.01","M4","3129","4.354839473684218","-1.9069999999999998","0.32","0.3","0.05","[Fe/H]","1","62.891"
"194","1.93778","0.020807","0.207","6.83","2.51","2.37","0","0","1","-14.2637","10.191","5.01","M4","3129","4.354839473684218","-1.9069999999999998","0.32","0.3","0.05","[Fe/H]","1","3.54209"
"195","124.26","0.3343","0.055","14.6","3.92","1.33","0","0","1","-14.2637","10.191","5.01","M4","3129","4.354839473684218","-1.9069999999999998","0.32","0.3","0.05","[Fe/H]","1","74.7803"
"196","73.94","0.291","0.44","19.66","4.67","1.06","0","0","1","47.880028","9.345","5.553999999999999","M2","3785","4.354839473684218","-1.052","0.6","0.59","0.14","[Fe/H]","4.236718483690839","83.3239"
"197","1.2089819","0.0188","0","4.91","1.577","6.93","1","0","1","-1.286273","10.25","7.193","K5 V","4340","4.66","-0.9420000000000001","0.61","0.6","-0.26","[m/H]","10","92.5377"
"198","3.6480957","0.03925","0","0.84","1.2409999999999999","2.42","1","0","1","-1.286273","10.25","7.193","K5 V","4340","4.66","-0.9420000000000001","0.61","0.6","-0.26","[m/H]","10","87.3271"
"199","6.2014698","0.05591","0","4.04","2.022","2.69","1","0","1","-1.286273","10.25","7.193","K5 V","4340","4.66","-0.9420000000000001","0.61","0.6","-0.26","[m/H]","10","83.1038"
"200","2319.5392238828044","100","","6356","33.6","0.921","0","0","1","-35.651421","12.43","7.096","K7e V","4092.57","4.354839473684218","-0.07200000000000001","0.7","1.83","0.011107881644409444","[Fe/H]","0.001","97.9434"
"201","2319.5392238828044","320","","5000","20.176","3.35","0","0","1","-20.719202","12.375","9.152000000000001","K7","4200","4.354839473684218","-0.42","0.9","0.74","0.011107881644409444","[Fe/H]","0.005","74.3811"
"202","2319.5392238828044","2000","","3591.3","14.179","6.92","0","0","1","17.065475","13.55","9.345","M3","4031.81","4.354839473684218","-0.07515228426395947","0.33","1.5409463240905692","0.1","[Fe/H]","0.1","90.3366"
"203","3.822","0.039435000000000005","0.109","13.02","3.66","1.46","0","0","1","48.088806","10.19","6.16","M1","3879","4.354839473684218","-1.222","0.56","0.56","0.06","[Fe/H]","4.236718483690839","98.3596"
"204","13.8508","0.0905","0.363","5.63","2.24","2.75","0","0","2","62.345043000000004","9.56","5.371","M1.5 V","3805","4.69","-1.306","0.52","0.51","0.13","[Fe/H]","4.236718483690839","66.688"
"205","15.5314","0.0917","0.077","6.64","2.46","2.45","0","0","1","18.591708999999998","9.577","5.572","M1","3663","4.83","-1.5530000000000002","0.42","0.42","-0.3","[Fe/H]","4.236718483690839","49.7259"
"206","4.46529976","0.05561","0","166.86075","14.785","0.282","1","0","1","38.674953","10.34","8.857999999999999","G0 V","5980","4.36","0.209","1.15","1.17","0.13","[Fe/H]","3.6","16.3968"
"207","4.88780244","0.052539999999999996","0.218","26.69772","4.36","1.68","1","0","1","48.080856","9.151","7.0089999999999995","K4","4780","4.66","-0.564","0.81","0.68","0.31","[Fe/H]","6.5","83.0012"
"208","3407","4.13","0.601","507","13.5","1.13","0","0","1","48.080856","9.151","7.0089999999999995","K4","4780","4.66","-0.564","0.81","0.68","0.31","[Fe/H]","6.5","88.8949"
"209","3.2130598","0.0384","0","67.059","10.749","0.3192","1","0","1","43.493534000000004","12.84","10.107999999999999","K4","4650","4.61","-0.6779999999999999","0.73","0.7","-0.29","[Fe/H]","2.5","7.69947"
"210","2.91625","0.04383","0.0133","270.462","14.258","0.362","1","0","1","47.352051","10.622","8.975","G4","5653","4.13","0.34600000000000003","1.22","1.56","0.41","[Fe/H]","5","64.9707"
"211","446.27","1.258","0.6616","4538.421","12.3","13.4","0","0","1","47.352051","10.622","8.975","G4","5653","4.13","0.34600000000000003","1.22","1.56","0.41","[Fe/H]","5","24.8044"
"212","4.62767","0.0596","0.11","1093.3352","15.917","1.56","1","0","1","38.242165","9.98","8.851","F","6600","4.25","0.615","2.65","1.82","0.11","[Fe/H]","0.431","62.948"
"213","10.8635","0.0965","0.19","616.5902","11.882","1.96","1","0","1","39.460636","12.16","9.641","G5","5568","4.38","-0.193","1","1.07","0.22","[Fe/H]","6.8","22.9137"
"214","2.77596","0.0413","0.036","1332.605","14.448","2.42","1","0","1","42.463078","10.812000000000001","9.552999999999999","F8","6158","4.34","0.294","1.22","1.24","0.17","[Fe/H]","2","70.062"
"215","10.33852","0.0882","0.35","184.3414","11.769","0.64","1","0","1","30.488715999999997","10.54","8.544","K","5246","4.53","-0.273","0.99","0.87","0","[Fe/H]","7.8","31.6867"
"216","5584","5.6","0.39","1080.6","13.1","2.64","0","0","1","30.488715999999997","10.54","8.544","K","5246","4.53","-0.273","0.99","0.87","0","[Fe/H]","7.8","32.8777"
"217","5.508023","0.0559","0.084","62.61","11.152999999999999","0.25","1","0","1","33.012512","12.759","10.234","K2","4803","4.57","-0.569","0.77","0.75","0.1","[Fe/H]","12.4","23.1428"
"218","4.008778","0.0466","0.067","92.802","12.689","0.25","1","0","1","34.711575","12.901","10.546","K1","4990","4.54","-0.43200000000000005","0.84","0.82","0.23","[Fe/H]","8.8","7.4161"
"219","5.6335158","0.06813999999999999","0.5172","2765.121","10.66","7.29","1","0","1","41.048084","8.72","7.603","F8","6380","4.16","0.53","1.33","1.39","0.18","[Fe/H]","1.44","63.3072"
"220","2.875317","0.0361","0.015","2302.899","9.718","13.78","1","0","1","24.33663","11.339","8.601","K3","4595","4.63","-0.721","0.76","0.69","0.35","[Fe/H]","6.7","22.3656"
"221","4.12448","0.0494","0.23","1547.8321","12.442","4.6","1","0","1","41.027954","11.685","10.111","G3","5588","4.33","0.14800000000000002","1.24","1.21","0.01","[Fe/H]","10.2","65.1132"
"222","3.21222","0.0414","0.02","785.0401","12.89","2.14","1","0","1","50.128345","9.732000000000001","7.837000000000001","G5","5302","4.36","-0.087","1.13","1.11","0.24","[Fe/H]","12.4","51.0686"
"223","1.21288","0.0232","0.11","425.8922","12.218","1.406","1","0","1","16.762152","12.432","10.790999999999999","G0","5905","4.33","0.13699999999999998","0.58","0.96","0.15","[Fe/H]","4","97.1466"
"224","3.35524","0.04651","0.07","238.3725","14.572000000000001","0.44","1","0","1","14.262599","11.818","10.543","F8","6373","4.27","0.45399999999999996","1.37","1.38","-0.16","[Fe/H]","2.8","28.0042"
"225","3.65281514","0.0466","0.023","180.84527","12.722000000000001","0.483","1","0","1","25.197405","13.19","10.815","G5","5519","4.52","-0.152","1.01","0.92","0.294","[Fe/H]","3.2","54.6107"
"226","4.23452","0.0479","0.12","22.2481","7.062","0.4","1","0","1","4.059997","11.744000000000002","9.581","K1","5079","4.56","-0.368","1.12","0.87","-0.04","[Fe/H]","9","71.9269"
"227","3.039577","0.04","0","197.05","11.43","0.76","1","0","1","5.947368","11.956","10.109","G8","5300","4.51","-0.244","0.94","0.9","0.29","[Fe/H]","4.4","11.3281"
"228","3.257215","0.0434","0.051","198.953","13.585","0.44","1","0","1","34.728413","13.03","11.104000000000001","G3","5680","4.36","0.053","1.02","1.1","0.12","[Fe/H]","6.1","47.1483"
"229","5.72319","0.0667","0.09","279.6904","13.115","0.79","1","0","1","51.778759","11.9","10.297","F8","6087","4.34","0.185","1.45","1.3","0.21","[Fe/H]","2.2","59.254"
"230","2.8997","0.03866","0","206.5895","10.536","0.855","1","0","1","48.028667","11.577","9.448","K","5185","4.56","-0.344","1.06","0.87","0.27","[Fe/H]","1.6","94.4318"
"231","2.8106","0.0419","0.04","263.7989","16.141","0.309","1","0","1","5.836719","10.419","9.151","F7","6304","4.36","0.41","1.55","1.31","0.13","[Fe/H]","1","45.0918"
