"rowid","fpl_hostname","fpl_letter","fpl_name","fpl_discmethod","fpl_controvflag","fpl_disc","fpl_orbper","fpl_smax","fpl_eccen","fpl_bmasse","fpl_bmassj","fpl_bmassprov","fpl_rade","fpl_radj","fpl_rads","fpl_dens","fpl_eqt","fpl_insol","fpl_tranflag","fpl_cbflag","fpl_snum","ra_str","ra","dec_str","dec","fst_dist","fst_optmag","fst_optmagband","fst_nirmag","fst_nirmagband","fst_spt","fst_teff","fst_logg","fst_lum","fst_mass","fst_rad","fst_met","fst_metratio","fst_age"
"53","BD-06 1339","b","BD-06 1339 b","Radial Velocity","0","2013","3.8728","0.0428","0","8.5","0.027","Msini","2.85","0.254","0.026000000000000002","2.02","","","0","0","1","05h53m00.28s","88.251183","-05d59m41.4s","-5.9948440000000005","20.28","9.7","V (Johnson)","6.305","Ks (2MASS)","K7/M0 V","4324","4.74","-1.022","0.7","0.67","-0.14","[Fe/H]","4.4"
"54","BD-06 1339","c","BD-06 1339 c","Radial Velocity","0","2013","125.94","0.435","0.31","53","0.17","Msini","8.38","0.747","0.077","0.495","","","0","0","1","05h53m00.28s","88.251183","-05d59m41.4s","-5.9948440000000005","20.28","9.7","V (Johnson)","6.305","Ks (2MASS)","K7/M0 V","4324","4.74","-1.022","0.7","0.67","-0.14","[Fe/H]","4.4"
"55","BD-08 2823","b","BD-08 2823 b","Radial Velocity","0","2009","5.6","0.06","0.15","12.7132","0.04","Msini","3.61","0.322","0.033","1.48","","","0","0","1","10h00m47.72s","150.198837","-09d31m00.0s","-9.516680000000001","41.38","9.88","V (Johnson)","7.3229999999999995","Ks (2MASS)","K3 V","4816","4.43","-0.626","0.5","0.71","-0.06","[Fe/H]","4.5"
"56","BD-08 2823","c","BD-08 2823 c","Radial Velocity","0","2009","237.6","0.68","0.19","104","0.33","Msini","12.5","1.11","0.114","0.293","","","0","0","1","10h00m47.72s","150.198837","-09d31m00.0s","-9.516680000000001","41.38","9.88","V (Johnson)","7.3229999999999995","Ks (2MASS)","K3 V","4816","4.43","-0.626","0.5","0.71","-0.06","[Fe/H]","4.5"
"57","BD-10 3166","b","BD-10 3166 b","Radial Velocity","0","2000","3.48777","0.04","0.02","187.5197","0.59","Msini","14.1","1.26","0.129","0.368","","","0","0","1","10h58m28.80s","164.620003","-10d46m13.4s","-10.770375999999999","84.61","10.08","V (Johnson)","8.124","Ks (2MASS)","K0 V","5393","4.69","-0.191","1.47","0.91","0.38","[Fe/H]","1"
"58","BD-11 4672","b","BD-11 4672 b","Radial Velocity","0","2014","1667","2.28","0.05","168.44","0.53","Msini","14.2","1.27","0.13","0.323","","","0","0","1","18h33m28.84s","278.370148","-11d38m09.7s","-11.636039","27.3","9.99","V (Johnson)","6.867000000000001","Ks (2MASS)","K7 V","4475","4.1","-0.8809999999999999","0.57","0.52","-0.48","[Fe/H]","4.4"
"59","BD-13 2130","b","BD-13 2130 b","Radial Velocity","0","2007","714.29999","1.66","0.21","3108.3774","9.78","Msini","12.5","1.11","0.114","8.75","","","0","0","1","07h37m09.23s","114.288458","-13d54m23.9s","-13.906639000000002","948.75","9.45","V (Johnson)","7.151","Ks (2MASS)","G5 IV/V","4545","2.2","2.043","2.12","19.17","-0.08","[Fe/H]","0.74"
"60","BD-17 63","b","BD-17 63 b","Radial Velocity","0","2008","655.6","1.34","0.54","1620.9","5.1","Msini","12.8","1.15","0.11800000000000001","4.25","","","0","0","1","00h28m34.31s","7.142942","-16d13m34.8s","-16.226345000000002","34.49","9.566","V (Johnson)","6.914","Ks (2MASS)","K5 V","4714","4.26","-0.6779999999999999","0.74","0.69","-0.03","[Fe/H]","4.3"
"61","CFBDSIR J145829+101343","b","CFBDSIR J145829+101343 b","Imaging","0","2011","10037.5","2.6","","3337.1","10.5","Mass","12.4","1.11","0.114","9.62","370","","0","0","1","14h58m29.00s","224.620833","+10d13m43.0s","10.228611","23.1","12.69510042896795","G (Gaia)","10.751365111561855","Ks (2MASS)","","580.5","4.72","-0.07515228426395947","0.02","1.5409463240905692","0.011107881644409444","[Fe/H]","4.236718483690839"
"62","CHXR 73","b","CHXR 73 b","Imaging","0","2006","2319.5392238828044","210","","3994.486","12.569","Mass","12.3","1.1","0.113","11.8","","","0","0","1","11h06m28.77s","166.619893","-77d37m33.2s","-77.625877","191.05","17.293","G (Gaia)","10.703","Ks (2MASS)","M3.5","5488.212277202725","4.354839473684218","-0.07515228426395947","0.35","1.5409463240905692","0.011107881644409444","[Fe/H]","0.002"
"63","CI Tau","b","CI Tau b","Radial Velocity","0","2019","8.9891","6.176108677507845","0.25","3686.828","11.6","Mass","12.4","1.11","0.114","10.6","","","0","0","1","04h33m52.01s","68.466728","+22d50m30.1s","22.841696","158","12.939","V (Johnson)","7.792999999999999","Ks (2MASS)","K7","3635","4.354839473684218","-0.10800000000000001","0.9","1.88","0.011107881644409444","[Fe/H]","0.003"
"64","CT Cha","b","CT Cha b","Imaging","0","2007","2319.5392238828044","440","","5403","17","Mass","24.66","2.2","0.226","1.98","2600","","0","0","1","11h04m09.09s","166.037877","-76d27m19.4s","-76.455383","165","11.773","G (Gaia)","8.661","Ks (2MASS)","K5e","4200.2","4.354839473684218","-0.102","0.9950321463897129","1.68","0.011107881644409444","[Fe/H]","0.002"
"65","CoRoT-1","b","CoRoT-1 b","Transit","0","2008","1.5089557","0.02752","0","327.35","1.03","Mass","16.7","1.49","0.153","0.38","1898","","1","0","1","06h48m19.17s","102.079885","-03d06m07.7s","-3.102147","805.31","13.6","V (Johnson)","12.149000000000001","Ks (2MASS)","G0 V","5950","4.25","0.298","0.95","1.11","-0.3","[M/H]","1.6"
"66","CoRoT-10","b","CoRoT-10 b","Transit","0","2010","13.2406","0.1055","0.53","874","2.75","Mass","10.87","0.97","0.1","3.7","600","","1","0","1","19h24m15.29s","291.063708","+00d44m46.1s","0.746143","345","15.22","V (Johnson)","11.782","Ks (2MASS)","K1 V","5075","4.65","-0.726","0.89","0.79","0.26","[Fe/H]","3"
"67","CoRoT-11","b","CoRoT-11 b","Transit","0","2010","2.99433","0.0436","0","740.51","2.33","Mass","16.03","1.43","0.147","0.99","1657","","1","0","1","18h42m44.94s","280.687263","+05d56m15.7s","5.937688","560","12.939","V (Johnson)","11.248","Ks (2MASS)","F6 V","6440","4.22","0.37799999999999995","1.27","1.37","-0.03","[Fe/H]","2"
"68","CoRoT-12","b","CoRoT-12 b","Transit","0","2010","2.828042","0.04016","0.07","291.438","0.917","Mass","16.14","1.44","0.14800000000000002","0.411","1442","","1","0","1","06h43m03.76s","100.765677","-01d17m47.2s","-1.296439","1150","15.515","V (Johnson)","13.557","Ks (2MASS)","","5675","4.38","-0.128","1.08","1.12","0.16","[Fe/H]","6.3"
"69","CoRoT-13","b","CoRoT-13 b","Transit","0","2010","4.03519","0.051","0","415.704","1.308","Mass","9.92","0.885","0.091","2.34","1700","","1","0","1","06h50m53.07s","102.721137","-05d05m11.2s","-5.086444999999999","1060","15.039000000000001","V (Johnson)","13.376","Ks (2MASS)","G0 V","5945","4.46","0.073","1.09","1.01","0.01","[Fe/H]","1.635"
"70","CoRoT-14","b","CoRoT-14 b","Transit","0","2010","1.51214","0.027","0","2415.4","7.6","Mass","12.22","1.09","0.11199999999999999","7.3","1952","","1","0","1","06h53m41.81s","103.424211","-05d32m09.7s","-5.536037","1340","16.033","V (Johnson)","13.806","Ks (2MASS)","F9 V","6035","4.35","0.11900000000000001","1.13","1.21","0.05","[Fe/H]","4.2"
"71","CoRoT-16","b","CoRoT-16 b","Transit","0","2011","5.35227","0.0618","0.33","170.032","0.535","Mass","13.11","1.17","0.12","0.44","","","1","0","1","18h34m05.93s","278.524691","-06d00m09.3s","-6.0025949999999995","840","15.63","V (Johnson)","12.847000000000001","Ks (2MASS)","G5 V","5650","4.36","-0.435","1.1","1.19","0.19","[M/H]","6.73"
"72","CoRoT-17","b","CoRoT-17 b","Transit","0","2011","3.7681","0.0461","0","772.29","2.43","Mass","11.43","1.02","0.105","2.82","1626","","1","0","1","18h34m47.82s","278.699254","-06d36m44.0s","-6.612234","920","15.46","V (Johnson)","12.472000000000001","Ks (2MASS)","G2 V","5740","4.4","0.134","1.04","1.59","0","[Fe/H]","10.7"
"73","CoRoT-18","b","CoRoT-18 b","Transit","0","2011","1.9000693","0.0295","0.08","1102.82","3.47","Mass","14.68","1.31","0.135","2.2","1550","","1","0","1","06h32m41.38s","98.17241","-00d01m53.7s","-0.031586","870","15","V (Johnson)","13.014000000000001","Ks (2MASS)","G9 V","5440","4.4","-0.226","0.95","1","-0.1","[Fe/H]","0.6"
"74","CoRoT-19","b","CoRoT-19 b","Transit","0","2011","3.89713","0.0518","0.047","352.78","1.11","Mass","14.46","1.29","0.133","0.71","2000","","1","0","1","06h28m08.06s","97.033582","-00d10m14.5s","-0.170681","770","14.007","V (Johnson)","11.837","Ks (2MASS)","F9 V","6090","4.07","0.544","1.21","1.65","-0.02","[Fe/H]","5"
"75","CoRoT-2","b","CoRoT-2 b","Transit","0","2008","1.7429935","0.02798","0.0143","1102.82","3.47","Mass","16.432000000000002","1.466","0.151","1.47","1521","","1","0","2","19h27m06.49s","291.777056","+01d23m01.4s","1.3837139999999999","200","12.57","V (Johnson)","10.31","Ks (2MASS)","","5625","4.53","-0.321","0.96","0.91","-0.03","[Fe/H]","2.7"
"76","CoRoT-20","b","CoRoT-20 b","Transit","0","2011","9.24285","0.09","0.59","1366.669","4.3","Mass","9.416","0.84","0.086","8.87","1002","","1","0","1","06h30m52.90s","97.72040799999999","+00d13m36.9s","0.226919","864.31","14.66","V (Johnson)","12.513","Ks (2MASS)","G2 V","4947.5","4.2","0.006","1.14","1.37","0.14","[Fe/H]","0.1"
"77","CoRoT-20","c","CoRoT-20 c","Radial Velocity","0","2018","1675","2.9","0.6","5403.11","17","Msini","12.2","1.09","0.11199999999999999","16.4","","","0","0","1","06h30m52.90s","97.72040799999999","+00d13m36.9s","0.226919","864.31","14.66","V (Johnson)","12.513","Ks (2MASS)","G2 V","4947.5","4.2","0.006","1.14","1.37","0.14","[Fe/H]","0.1"
"78","CoRoT-21","b","CoRoT-21 b","Transit","0","2012","2.72474","0.0417","0","718.2958","2.26","Mass","14.572000000000001","1.3","0.134","1.36","","","1","0","1","06h44m12.588s","101.05245","-00d17m56.868s","-0.29913","1398.83","16","V (Johnson)","13.812999999999999","Ks (2MASS)","F8 IV","6200","3.7","0.705","1.29","1.95","0","[Fe/H]","4.1"
"79","CoRoT-22","b","CoRoT-22 b","Transit","0","2014","9.75598","0.092","0.077","12.2","0.038","Mass","4.88","0.435","0.045","0.249","885","","1","0","1","18h42m40.11s","280.66711499999997","+06d13m08.9s","6.219136","592","13.944","V (Johnson)","11.988","Ks (2MASS)","G3 V","5939","4.36","0.013999999999999999","1.1","1.14","0.17","[Fe/H]","3.3"
"80","CoRoT-23","b","CoRoT-23 b","Transit","0","2011","3.6313","0.048","0.16","889.9","2.8","Mass","11.77","1.05","0.10800000000000001","3","1660","","1","0","1","18h39m07.83s","279.78261499999996","+04d21m28.1s","4.357806","600","15.63","V (Johnson)","12.364","Ks (2MASS)","G0 V","5900","4.3","0.087","1.14","1.61","0.05","[Fe/H]","7.2"
"81","CoRoT-24","b","CoRoT-24 b","Transit","0","2014","5.1134","0.056","0","5.7","0.018","Mass","3.7","0.33","0.034","0.9","1070","","1","0","1","06h47m41.41s","101.922547","-03d43m09.5s","-3.719301","600","15.18","G (Gaia)","12.924000000000001","Ks (2MASS)","K1 V","4950","4.55","-0.601","0.91","0.86","0.3","[Fe/H]","11"
"82","CoRoT-24","c","CoRoT-24 c","Transit","0","2014","11.759","0.098","0","28","0.088","Mass","5","0.44","0.045","1.3","850","","1","0","1","06h47m41.41s","101.922547","-03d43m09.5s","-3.719301","600","15.18","G (Gaia)","12.924000000000001","Ks (2MASS)","K1 V","4950","4.55","-0.601","0.91","0.86","0.3","[Fe/H]","11"
"83","CoRoT-25","b","CoRoT-25 b","Transit","0","2013","4.86069","0.0578","0","85.81","0.27","Mass","12.11","1.08","0.111","0.15","1330","","1","0","1","18h42m31.12s","280.629662","+06d30m49.8s","6.513829","1000","14.710999999999999","G (Gaia)","12.845999999999998","Ks (2MASS)","F9","6040","4.31","0.141","1.09","1.19","-0.01","[Fe/H]","4.5"
"84","CoRoT-26","b","CoRoT-26 b","Transit","0","2013","4.20474","0.0526","0","165.26","0.52","Mass","14.12","1.26","0.13","0.28","1600","","1","0","1","18h39m00.12s","279.750514","+06d58m11.2s","6.969786999999999","1670","15.468","G (Gaia)","13.261","Ks (2MASS)","G5","5590","3.99","0.451","1.09","1.79","0.01","[Fe/H]","8.6"
"85","CoRoT-27","b","CoRoT-27 b","Transit","0","2014","3.57532","0.0476","0.065","3302.11","10.39","Mass","11.287","1.0070000000000001","0.10300000000000001","12.6","1500","","1","0","1","18h33m59.00s","278.495813","+05d32m18.5s","5.538462","1035.15","15.54","V (Johnson)","12.985","Ks (2MASS)","G2","5900","4.4","-0.166","1.05","1.08","-0.1","[M/H]","4.21"
"86","CoRoT-28","b","CoRoT-28 b","Transit","0","2015","5.20851","0.0603","0.047","153.82972","0.484","Mass","10.705","0.955","0.098","0.69","","","1","0","1","18h34m45.20s","278.688338","+05d34m25.4s","5.57373","560","13.412","G (Gaia)","11.032","Ks (2MASS)","G8/9 IV","5150","3.6","0.38799999999999996","1.01","1.78","0.15","[Fe/H]","12"
"87","CoRoT-29","b","CoRoT-29 b","Transit","0","2015","2.85057","0.0386","0.082","270.1555","0.85","Mass","10.088","0.9","0.092","1.45","","","1","0","1","18h35m36.50s","278.90210299999995","+06d28m46.7s","6.4796510000000005","765","15.239","G (Gaia)","13.048","Ks (2MASS)","K0 V","5260","4.3","-0.34700000000000003","0.97","0.9","0.2","[Fe/H]","4.5"
"88","CoRoT-3","b","CoRoT-3 b","Transit","0","2008","4.2568","0.05782999999999999","0","6883.91","21.66","Mass","11.32","1.01","0.10400000000000001","26.4","1695","","1","0","1","19h28m13.26s","292.05526299999997","+00d07m18.6s","0.12182","680","13.292","V (Johnson)","11.618","Ks (2MASS)","F3 V","6740","4.22","0.391","1.37","1.56","0.14","[Fe/H]","2.2"
"89","CoRoT-4","b","CoRoT-4 b","Transit","0","2008","9.20205","0.09","0","228.83","0.72","Mass","13.34","1.19","0.122","0.525","1074","","1","0","1","06h48m46.72s","102.194663","-00d40m22.0s","-0.672774","741.6","13.561","G (Gaia)","12.288","Ks (2MASS)","","6190","4.41","0.185","1.16","1.17","0.15","[Fe/H]","1"
"90","CoRoT-5","b","CoRoT-5 b","Transit","0","2009","4.0378962","0.04947","0.09","148.42","0.467","Mass","15.558","1.3880000000000001","0.14300000000000002","0.217","1438","","1","0","1","06h45m06.54s","101.277254","+00d48m54.9s","0.815239","904.65","13.902000000000001","G (Gaia)","12.546","Ks (2MASS)","F9 V","6100","4.19","0.223","1","1.19","-0.25","[M/H]","6.9"
"91","CoRoT-6","b","CoRoT-6 b","Transit","0","2009","8.886593","0.0855","0.1","940.74","2.96","Mass","13.068","1.166","0.12","2.32","1017","","1","0","1","18h44m17.41s","281.072525","+06d39m47.5s","6.663194","657.24","13.912","V (Johnson)","12.119000000000002","Ks (2MASS)","F9 V","6090","4.43","0.026000000000000002","1.05","1.02","-0.2","[Fe/H]","2.5"
"92","CoRoT-7","b","CoRoT-7 b","Transit","0","2009","0.85359163","0.017016","0","3.1783","0.01","Mass","1.681","0.15","0.015","6.61","1756","","1","0","1","06h43m49.47s","100.956125","-01d03m46.9s","-1.063033","160.64","11.668","V (Johnson)","9.806000000000001","Ks (2MASS)","G9 V","5275","4.5","-0.292","0.82","0.83","0.05","[Fe/H]","1.75"
"93","CoRoT-7","c","CoRoT-7 c","Radial Velocity","0","2009","3.698","0.046","0","8.4","0.026430000000000002","Mass","2.83","0.253","0.026000000000000002","2.04","","","0","0","1","06h43m49.47s","100.956125","-01d03m46.9s","-1.063033","160.64","11.668","V (Johnson)","9.806000000000001","Ks (2MASS)","G9 V","5275","4.5","-0.292","0.82","0.83","0.05","[Fe/H]","1.75"
"94","CoRoT-8","b","CoRoT-8 b","Transit","0","2010","6.21229","0.063","0","69.92","0.22","Mass","6.39","0.57","0.059000000000000004","1.6","922","","1","0","1","19h26m21.24s","291.588518","+01d25m35.2s","1.426452","380","14.8","V (Johnson)","11.463","Ks (2MASS)","K1 V","5080","4.58","-0.665","0.88","0.77","0.3","[M/H]","3"
"95","CoRoT-9","b","CoRoT-9 b","Transit","0","2009","95.272656","0.4021","0.133","266.9772","0.84","Mass","11.949000000000002","1.0659999999999998","0.11","0.86","420","","1","0","1","18h43m08.81s","280.786712","+06d12m15.0s","6.204172","417.89","13.69","V (Johnson)","11.687999999999999","Ks (2MASS)","G3 V","5625","4.54","-0.254","0.96","0.96","-0.01","[Fe/H]","6"
"96","CoRoTID 223977153","b","CoRoTID 223977153 b","Transit","0","2017","6.71837","0.071","","47.6745","0.15","Mass","6.388999999999999","0.57","0.059000000000000004","1.1","938","132.26","1","0","1","06h40m46.84s","100.195183","+09d15m26.8s","9.257431","586.2","13.587","G (Gaia)","12.193","Ks (2MASS)","G0 VI","5970","4.67","-0.155","1.08","0.79","0","[Fe/H]","4.236718483690839"
"97","DE CVn","b","DE CVn b","Eclipse Timing Variations","0","2018","4098.1","5.75","0","3823.2733","12.0293","Msin(i)/sin(i)","12.4","1.1","0.113","11","","","0","1","2","13h26m53.27s","201.721958","+45d32m46.69s","45.546303","30.55","11.975","G (Gaia)","8.555","Ks (2MASS)","","3585.67","4.354839473684218","-0.07515228426395947","0.51","1.5409463240905692","0.011107881644409444","[Fe/H]","4.236718483690839"
"98","DENIS-P J082303.1-491201","b","DENIS-P J082303.1-491201 b","Astrometry","0","2013","246.36","0.36","0.345","9057.77","28.5","Mass","11.9","1.06","0.109","29.5","","","0","0","1","08h23m03.13s","125.76305","-49d12m01.3s","-49.200359000000006","20.77","18.558","G (Gaia)","12.062000000000001","Ks (2MASS)","L1.5","5488.212277202725","4.354839473684218","-0.07515228426395947","0.07","1.5409463240905692","0.011107881644409444","[Fe/H]","1"
"99","DH Tau","b","DH Tau b","Imaging","0","2004","2319.5392238828044","330","","3496","11","Mass","30.264","2.7","0.27699999999999997","0.693","2200","","0","0","1","04h29m41.56s","67.423158","+26d32m58.3s","26.54952","140","12.495999999999999","G (Gaia)","8.177999999999999","Ks (2MASS)","M0.5","3751.5","4.354839473684218","-0.569","0.33","0.27","0.011107881644409444","[Fe/H]","0.001"
"100","DP Leo","b","DP Leo b","Eclipse Timing Variations","0","2009","10220","8.19","0.39","1995.88832","6.28","Mass","12.7","1.14","0.11699999999999999","5.35","","","0","1","2","11h17m16.00s","169.316667","+17d57m41.1s","17.961417","305.06","18.633","G (Gaia)","10.751365111561855","Ks (2MASS)","","13500","4.354839473684218","-2.4","0.69","0.01","0.011107881644409444","[Fe/H]","4.236718483690839"
"101","DS Tuc A","b","DS Tuc A b","Transit","0","2019","8.138268","6.176108677507845","0","413.179","1.3","Mass","5.7","0.509","0.052000000000000005","4.3812565360303335","850","","1","0","2","23h39m39.48s","354.91449","-69d11m44.7s","-69.195747","44.12","8.469","V (Johnson)","6.676","Ks (2MASS)","G6 V","5428","4.6","-0.14","1.01","0.96","0","[Fe/H]","0.045"
"102","EPIC 201238110","b","EPIC 201238110 b","Transit","0","2019","28.1656","6.176108677507845","","4.16","0.0131","M-R relationship","1.87","0.16699999999999998","0.017","3.5","","","1","0","1","11h58m49.42s","179.70593300000002","-03d23m21.8s","-3.389389","159.98","15.261","G (Gaia)","11.933","Ks (2MASS)","","3588","4.354839473684218","-0.07515228426395947","0.41","1.5409463240905692","0.011107881644409444","[Fe/H]","4.236718483690839"
"103","EPIC 201497682","b","EPIC 201497682 b","Transit","0","2019","2.13174","6.176108677507845","","0.26","0.00082","M-R relationship","0.6920000000000001","0.062","0.006","4.31","","","1","0","1","11h15m44.79s","168.936646","+00d29m17.2s","0.48811400000000005","254.88","14.102","V (Johnson)","11.437999999999999","Ks (2MASS)","","4991","4.354839473684218","-0.7659999999999999","0.78","0.55","0.011107881644409444","[Fe/H]","4.236718483690839"
"104","K2-166","c","EPIC 201615463 c","Transit","0","2019","3.80464","6.176108677507845","","1.98","0.00624","M-R relationship","1.22","0.109","0.011000000000000001","5.99","","","1","0","1","12h20m45.19s","185.188293","+02d16m56.8s","2.282436","481","12.074000000000002","V (Johnson)","10.637","Ks (2MASS)","","5942.5","4.09","0.45799999999999996","1.07","1.6","0.09","[Fe/H]","4.236718483690839"
"105","K2-16","d","EPIC 201754305 d","Transit","0","2019","2.71578","6.176108677507845","","1.08","0.0034","M-R relationship","1.03","0.092","0.009000000000000001","5.43","","","1","0","1","11h40m23.34s","175.09726","+04d33m26.4s","4.55734","338.19","14.67","V (Johnson)","12.087","Ks (2MASS)","K3 V","4761","4.63","-0.7609999999999999","0.67","0.54","-0.33","[Fe/H]","4.236718483690839"
"106","K2-50","c","EPIC 201833600 c","Transit","0","2019","3.96151","6.176108677507845","","0.972","0.0030600000000000002","M-R relationship","1","0.08900000000000001","0.009000000000000001","5.34","","","1","0","1","11h17m56.07s","169.483627","+05d59m18.2s","5.988378","259.33","14.717","V (Johnson)","11.664000000000001","Ks (2MASS)","","4326","4.74","-0.8740000000000001","0.61","0.63","0.011107881644409444","[Fe/H]","4.236718483690839"
"107","EPIC 201841433","b","EPIC 201841433 b","Transit","0","2019","4.16959","6.176108677507845","","1.37","0.0043","M-R relationship","1.1","0.098","0.01","5.66","","","1","0","1","11h40m49.63s","175.206772","+06d08m05.5s","6.134857","441.94","14.867","V (Johnson)","12.454","Ks (2MASS)","","5053","4.354839473684218","-0.635","0.8","0.63","0.011107881644409444","[Fe/H]","4.236718483690839"
"108","K2-168","c","EPIC 205950854 c","Transit","0","2019","8.050722","6.176108677507845","","2.27","0.0071400000000000005","M-R relationship","1.31","0.11699999999999999","0.012","5.55","961","","1","0","1","22h12m26.37s","333.109894","-16d20m30.3s","-16.341755","245.56","12.290999999999999","V (Johnson)","10.549000000000001","Ks (2MASS)","","5502.7","4.46","-0.17600000000000002","0.88","0.83","-0.13","[Fe/H]","4.236718483690839"
"109","EPIC 206024342","b","EPIC 206024342 b","Transit","0","2019","4.50756","6.176108677507845","","3.53","0.0111","M-R relationship","1.7","0.152","0.016","3.95","","","1","0","1","22h05m06.53s","331.277222","-14d07m18.0s","-14.121665","373.81","13.116","V (Johnson)","11.487","Ks (2MASS)","","5769.5","4.354839473684218","-0.17","0.93","0.82","0.011107881644409444","[Fe/H]","4.236718483690839"
"110","EPIC 206032309","b","EPIC 206032309 b","Transit","0","2019","2.87814","6.176108677507845","","1.01","0.00317","M-R relationship","1.01","0.09","0.009000000000000001","5.39","","","1","0","1","22h44m57.77s","341.24069199999997","-13d54m03.3s","-13.900920999999999","162.09","16.069000000000003","G (Gaia)","12.538","Ks (2MASS)","","3550.11","4.354839473684218","-0.07515228426395947","0.22","1.5409463240905692","0.011107881644409444","[Fe/H]","4.236718483690839"
"111","EPIC 206042996","b","EPIC 206042996 b","Transit","0","2019","5.29711","6.176108677507845","","3.26","0.0102","M-R relationship","1.62","0.145","0.015","4.21","","","1","0","1","22h30m03.26s","337.51358","-13d36m36.4s","-13.610113","457.27","16.743","V (Johnson)","13.071","Ks (2MASS)","","4018.74","4.354839473684218","-0.98","0.56","0.67","0.011107881644409444","[Fe/H]","4.236718483690839"
"112","EPIC 206215704","b","EPIC 206215704 b","Transit","0","2019","2.25372","6.176108677507845","","0.666","0.0021","M-R relationship","0.9","0.08","0.008","5.02","","","1","0","1","22h20m22.76s","335.09481800000003","-09d30m34.3s","-9.509530999999999","110.22","16.172","G (Gaia)","12.767000000000001","Ks (2MASS)","","3637.57","4.354839473684218","-0.07515228426395947","0.41","1.5409463240905692","0.011107881644409444","[Fe/H]","4.236718483690839"
"113","EPIC 206317286","b","EPIC 206317286 b","Transit","0","2019","1.58252","6.176108677507845","","0.84","0.00264","M-R relationship","0.96","0.086","0.009000000000000001","5.22","","","1","0","1","22h30m28.22s","337.61758399999997","-07d58m20.7s","-7.972405999999999","317.2","14.050999999999998","V (Johnson)","11.635","Ks (2MASS)","","5014.67","4.354839473684218","-0.593","0.71","0.67","0.011107881644409444","[Fe/H]","4.236718483690839"
"114","EPIC 211822797","b","EPIC 211822797 b","Transit","0","2016","21.169861","0.131","0.06","4.58","0.0144","M-R relationship","1.98","0.177","0.018000000000000002","3.24","","3.5","1","0","1","08h41m38.49s","130.41037","+17d38m24.0s","17.640005","187.19","15.255999999999998","V (Johnson)","11.429","Ks (2MASS)","M0","4148.21","4.354839473684218","-1.113","0.66","0.57","0.14","[Fe/H]","0.79"
"115","EPIC 211945201","b","EPIC 211945201 b","Transit","0","2018","19.49221","0.1493","0","27","0.08495","Mass","5.76","0.514","0.053","0.65","817","","1","0","1","09h06m17.75s","136.573975","+19d24m08.1s","19.402252","182.69","10.154","V (Johnson)","8.837","Ks (2MASS)","G0","6069","4.22","0.369","1.17","1.39","0.1","[Fe/H]","3.99"
"116","EPIC 212297394","b","EPIC 212297394 b","Transit","0","2019","2.28943","6.176108677507845","","2.31","0.00727","M-R relationship","1.3230000000000002","0.11800000000000001","0.012","5.48","","","1","0","1","13h48m49.49s","207.206223","-17d36m35.7s","-17.609904999999998","423.35","14.423","V (Johnson)","12.186","Ks (2MASS)","","4987.49","4.354839473684218","-0.505","0.83","0.75","0.011107881644409444","[Fe/H]","4.236718483690839"
"117","EPIC 212424622","b","EPIC 212424622 b","Transit","0","2019","18.0983","6.176108677507845","","5.35","0.0168","M-R relationship","2.17","0.19399999999999998","0.02","2.88","","","1","0","1","13h29m19.54s","202.331421","-14d21m34.1s","-14.359463","622.67","13.354000000000001","V (Johnson)","11.775","Ks (2MASS)","","5782.33","4.354839473684218","0.179","1.11","1.22","0.011107881644409444","[Fe/H]","4.236718483690839"
"118","EPIC 212499991","b","EPIC 212499991 b","Transit","0","2019","34.885","6.176108677507845","","3.19","0.01","M-R relationship","1.6","0.14300000000000002","0.015","4.28","","","1","0","1","13h29m57.30s","202.48877","-12d44m05.0s","-12.734722999999999","285.61","13.552","V (Johnson)","11.366","Ks (2MASS)","","4982.79","4.354839473684218","-0.49700000000000005","0.91","0.76","0.011107881644409444","[Fe/H]","4.236718483690839"
"119","EPIC 212587672","b","EPIC 212587672 b","Transit","0","2019","15.2841","6.176108677507845","","1.46","0.0045899999999999995","M-R relationship","1.12","0.1","0.01","5.71","","","1","0","1","13h41m46.73s","205.444702","-10d51m44.8s","-10.862432","322.88","12.487","V (Johnson)","10.857000000000001","Ks (2MASS)","","5864.75","4.354839473684218","0.006","0.95","0.98","0.011107881644409444","[Fe/H]","4.236718483690839"
"120","EPIC 212737443","b","EPIC 212737443 b","Transit","0","2019","13.603","0.098","0.2","7.2","0.0227","M-R relationship","2.5860000000000003","0.231","0.024","2.29","536","","1","0","1","13h36m53.21s","204.22169499999998","-07d19m05.3s","-7.318144","347.45","14.835999999999999","V (Johnson)","12.16","Ks (2MASS)","K3","4684","4.62","-0.804","0.69","0.67","-0.13699999999999998","[Fe/H]","4.236718483690839"
"121","EPIC 212737443","c","EPIC 212737443 c","Transit","0","2019","65.55","0.28","0.2","7.7","0.0242","M-R relationship","2.69","0.24","0.025","2.17","316","","1","0","1","13h36m53.21s","204.22169499999998","-07d19m05.3s","-7.318144","347.45","14.835999999999999","V (Johnson)","12.16","Ks (2MASS)","K3","4684","4.62","-0.804","0.69","0.67","-0.13699999999999998","[Fe/H]","4.236718483690839"
